Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao
Dr. Mario,GB,1989,Quebra_cabeca,Nintendo,2.18,0.96,2.0,0.2,5.34,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Final Fantasy XIII,PS3,2009,Rpg,Square Enix,1.74,1.21,1.87,0.51,5.33,83.0,83,7.3,2483,Square Enix,+14
Pokemon Pinball,GB,1999,Diversos,Nintendo,3.02,1.12,1.01,0.16,5.31,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Final Fantasy IX,PS,2000,Rpg,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,22,8.9,779,SquareSoft,+14
Assassin's Creed III,X360,2012,Acao,Ubisoft,3.13,1.69,0.03,0.44,5.29,84.0,61,6.7,1196,Ubisoft,+17
Final Fantasy X-2,PS2,2003,Rpg,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,45,6.6,400,SquareSoft,+14
Donkey Kong 64,N64,1999,Plataforma,Nintendo,3.33,0.79,1.09,0.06,5.27,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Call of Duty: Advanced Warfare,XOne,2014,Tiro,Activision,3.22,1.55,0.01,0.48,5.27,81.0,53,5.4,898,Sledgehammer Games,+17
Minecraft,PS3,2014,Diversos,Sony Computer Entertainment,2.03,2.37,0.0,0.87,5.26,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Assassin's Creed II,X360,2009,Acao,Ubisoft,3.11,1.55,0.08,0.51,5.26,90.0,82,8.8,1305,Ubisoft Montreal,+17
Tomb Raider II,PS,1997,Acao,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,85.0,13,Nao_Inserido,0,Core Design Ltd.,+14
Tomodachi Life,3DS,2013,Simulação,Nintendo,0.97,2.11,1.9,0.24,5.23,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
New Super Mario Bros. U,WiiU,2012,Plataforma,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70,8.1,733,Nintendo,Livre
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Rpg,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63,8.8,245,Level 5,+14
Super Mario Bros. 3,GBA,2003,Plataforma,Nintendo,2.93,1.25,0.83,0.2,5.2,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Professor Layton and the Curious Village,DS,2007,Quebra_cabeca,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72,8.6,147,Level 5,Livre
Super Mario Land 3: Wario Land,GB,1994,Plataforma,Nintendo,2.49,0.98,1.57,0.15,5.19,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
FIFA Soccer 13,X360,2012,Acao,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90.0,48,6.1,403,Electronic Arts,Livre
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Plataforma,Nintendo,2.1,0.74,2.2,0.11,5.15,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Diablo III,PC,2012,Rpg,Activision,2.44,2.16,0.0,0.54,5.14,88.0,86,4.0,9629,Blizzard Entertainment,+17
Medal of Honor: Rising Sun,PS2,2003,Tiro,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30,7.6,100,EA LA,+14
Kirby's Dream Land,GB,1992,Plataforma,Nintendo,2.71,0.61,1.7,0.11,5.13,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Microsoft Flight Simulator,PC,1996,Simulação,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Guitar Hero II,PS2,2006,Diversos,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69,8.5,112,Harmonix Music Systems,+14
Fable III,X360,2010,Rpg,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88,6.5,604,Lionhead Studios,+17
Mario & Sonic at the Olympic Games,DS,2008,Esporte,Sega,1.63,2.45,0.44,0.57,5.09,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Resident Evil 5,PS3,2009,Acao,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76,7.5,667,Capcom,+17
The Legend of Zelda: Phantom Hourglass,DS,2007,Acao,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57,8.0,416,Nintendo,Livre
Super Mario Bros.,GB,1999,Plataforma,Nintendo,3.4,1.3,0.15,0.22,5.07,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
FIFA Soccer 11,PS3,2010,Esporte,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51,8.0,233,EA Sports,Livre
Resident Evil,PS,1996,Acao,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8,9.0,266,Capcom,+17
Grand Theft Auto: Vice City Stories,PSP,2006,Acao,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,50,8.0,150,Rockstar Leeds,+17
Tony Hawk's Pro Skater,PS,1999,Esporte,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18,9.2,69,Neversoft Entertainment,+14
Warzone 2100,PS,1999,Estratégia,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Spyro the Dragon,PS,1998,Plataforma,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Guitar Hero III: Legends of Rock,PS2,2007,Diversos,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24,8.2,46,"Neversoft Entertainment, BudCat",+14
Link's Crossbow Training,Wii,2007,Tiro,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34,7.1,47,Nintendo,+14
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Rpg,Nintendo,1.83,1.19,1.54,0.37,4.93,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Fallout 3,X360,2008,Rpg,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84,8.5,1655,Bethesda Game Studios,+17
Uncharted: Drake's Fortune,PS3,2007,Acao,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66,8.1,2306,"Naughty Dog, SCE/WWS",+14
Madden NFL 06,PS2,2005,Esporte,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29,8.0,121,EA Sports,Livre
Diddy Kong Racing,N64,1997,Corrida,Nintendo,2.91,0.99,0.89,0.1,4.88,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Monster Hunter Freedom 3,PSP,2010,Rpg,Capcom,0.0,0.0,4.87,0.0,4.87,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Combate,Nintendo,2.6,1.08,0.81,0.38,4.87,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Dr. Mario,NES,1990,Quebra_cabeca,Nintendo,2.62,0.6,1.52,0.1,4.85,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
StarCraft II: Wings of Liberty,PC,2010,Estratégia,Activision,2.57,1.68,0.0,0.58,4.84,93.0,82,8.2,3052,Blizzard Entertainment,+14
Assassin's Creed,PS3,2007,Aventura,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40,7.3,769,Ubisoft Montreal,+17
God of War III,PS3,2010,Acao,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101,8.7,2633,SCE Santa Monica,+17
Crash Team Racing,PS,1999,Corrida,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20,9.0,233,Naughty Dog,Livre
LEGO Star Wars: The Complete Saga,DS,2007,Acao,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9,5.4,46,TT Fusion,Livre
Driver 2,PS,2000,Acao,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14,7.7,92,Reflections Interactive,+14
Batman: Arkham City,X360,2011,Acao,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87,8.7,1472,Rocksteady Studios,+14
The Last of Us,PS4,2014,Acao,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Simpsons: Hit & Run,PS2,2003,Corrida,Vivendi Games,1.73,2.19,0.0,0.79,4.7,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tony Hawk's Pro Skater 2,PS,2000,Esporte,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19,7.7,299,Neversoft Entertainment,+14
The Lord of the Rings: The Two Towers,PS2,2002,Acao,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32,8.2,78,Stormfront Studios,+14
Tomb Raider,PS,1996,Acao,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13,8.6,147,Core Design Ltd.,+14
Animal Crossing: City Folk,Wii,2008,Simulação,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50,7.6,119,Nintendo,Livre
Uncharted: The Nathan Drake Collection,PS4,2015,Acao,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78,8.1,1264,Bluepoint Games,+14
The Legend of Zelda: A Link to the Past,SNES,1991,Acao,Nintendo,2.42,0.91,1.15,0.13,4.61,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Legend of Zelda: The Wind Waker,GC,2002,Acao,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80,8.9,968,Nintendo,Livre
Guitar Hero III: Legends of Rock,Wii,2007,Diversos,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36,8.4,87,Vicarious Visions,+14
Luigi's Mansion: Dark Moon,3DS,2013,Acao,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,74,8.4,458,Next Level Games,Livre
Forza Motorsport 4,X360,2011,Corrida,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83,8.2,617,Turn 10,Livre
Mario & Sonic at the Olympic Winter Games,Wii,2009,Esporte,Sega,1.87,1.96,0.22,0.48,4.53,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Madden NFL 2005,PS2,2004,Esporte,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30,7.9,78,EA Tiburon,Livre
Guitar Hero III: Legends of Rock,X360,2007,Diversos,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69,7.9,165,Neversoft Entertainment,+14
Pitfall!,2600,1981,Plataforma,Activision,4.21,0.24,0.0,0.05,4.5,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Madden NFL 07,PS2,2006,Esporte,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29,8.2,39,EA Sports,Livre
Halo 5: Guardians,XOne,2015,Tiro,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,101,6.4,2438,343 Industries,+14
Spider-Man: The Movie,PS2,2002,Acao,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25,7.9,41,Treyarch,Livre
Dragon Quest VII: Warriors of Eden,PS,2000,Rpg,Enix Corporation,0.2,0.14,4.1,0.02,4.47,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Call of Duty: Infinite Warfare,PS4,2016,Tiro,Activision,1.61,2.0,0.15,0.71,4.46,77.0,82,3.4,1129,Infinity Ward,+17
God of War,PS2,2005,Acao,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75,8.9,997,SCE Santa Monica,+17
Splatoon,WiiU,2015,Tiro,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88,8.5,1184,Nintendo,+10
Nintendo Land,WiiU,2012,Diversos,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61,7.9,471,Nintendo,+10
Tony Hawk's Pro Skater 3,PS2,2001,Esporte,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34,7.5,298,Neversoft Entertainment,+14
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Esporte,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19,8.9,33,Konami,Livre
The Elder Scrolls IV: Oblivion,X360,2006,Rpg,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,90,8.7,1109,Bethesda Softworks,+17
Zelda II: The Adventure of Link,NES,1987,Aventura,Nintendo,2.19,0.5,1.61,0.08,4.38,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Need for Speed: Most Wanted,PS2,2005,Corrida,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36,9.1,137,EA Canada,+14
Michael Jackson: The Experience,Wii,2010,Diversos,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37,8.3,31,"Ubisoft Paris, Ubisoft Montpellier",+10
Call of Duty: Advanced Warfare,PS3,2014,Tiro,Activision,1.56,1.93,0.19,0.68,4.36,Nao_Inserido,0,4.8,207,High Moon Studios,+17
Resistance: Fall of Man,PS3,2006,Tiro,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,70,8.1,715,Insomniac Games,+17
Sonic the Hedgehog,GEN,1991,Plataforma,Sega,3.03,0.91,0.26,0.13,4.34,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Kingdom Hearts II,PS2,2005,Rpg,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64,9.0,766,Square Enix,+10
The Legend of Zelda: Ocarina of Time,3DS,2011,Acao,Nintendo,2.09,1.31,0.62,0.31,4.33,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Super Mario 3D World,WiiU,2013,Plataforma,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83,9.0,1607,Nintendo,Livre
Minecraft,PS4,2014,Diversos,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Asteroids,2600,1980,Tiro,Atari,4.0,0.26,0.0,0.05,4.31,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Call of Duty: Advanced Warfare,X360,2014,Tiro,Activision,2.77,1.11,0.0,0.4,4.29,Nao_Inserido,0,4.9,221,High Moon Studios,+17
FIFA 15,PS3,2014,Esporte,Electronic Arts,0.58,3.02,0.04,0.64,4.28,Nao_Inserido,0,4.5,109,EA Sports,Livre
Fable II,X360,2008,Rpg,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95,6.5,2423,Lionhead Studios,+17
Namco Museum,GBA,2001,Diversos,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10,7.3,6,Mass Media,Livre
Batman: Arkham Asylum,PS3,2009,Acao,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,70,8.9,1122,Rocksteady Studios,+14
Metal Gear Solid 3: Snake Eater,PS2,2004,Acao,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68,9.3,955,KCEJ,+17
Assassin's Creed: Revelations,PS3,2011,Acao,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39,7.5,613,Ubisoft Montreal,+17
Fallout 4,XOne,2015,Rpg,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,39,6.2,1749,Bethesda Game Studios,+17
FIFA 14,X360,2013,Esporte,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41,4.2,435,EA Canada,Livre
Daxter,PSP,2006,Plataforma,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59,8.7,109,Ready at Dawn,+10
Warcraft II: Tides of Darkness,PC,1995,Estratégia,Activision,1.7,2.27,0.0,0.23,4.21,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
FIFA Soccer 06,PS2,2005,Esporte,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32,7.8,47,EA Canada,Livre
EyeToy Play,PS2,2003,Diversos,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32,7.5,22,"SCEE, Zoe Mode",Livre
Gran Turismo 5 Prologue,PS3,2007,Corrida,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67,7.1,120,Polyphony Digital,Livre
Assassin's Creed: Revelations,X360,2011,Acao,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77,7.2,564,Ubisoft Montreal,+17
FIFA 12,X360,2011,Esporte,Electronic Arts,0.84,2.78,0.02,0.53,4.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Teenage Mutant Ninja Turtles,NES,1989,Acao,Palcom,3.38,0.44,0.31,0.04,4.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Street Fighter IV,PS3,2009,Combate,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,61,7.3,330,Capcom,+14
Excitebike,NES,1984,Corrida,Nintendo,2.04,0.48,1.57,0.07,4.16,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Frogger,PS,1997,Acao,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Madden NFL 2003,PS2,2002,Esporte,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25,7.7,65,EA Sports,Livre
Half-Life,PC,1997,Tiro,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24,9.1,3161,Valve Software,+17
Super Mario World 2: Yoshi's Island,SNES,1995,Plataforma,Nintendo,1.65,0.61,1.76,0.09,4.12,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
FIFA Soccer 07,PS2,2006,Esporte,Electronic Arts,0.71,2.48,0.03,0.89,4.11,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Street Fighter II Turbo,SNES,1992,Combate,Capcom,1.42,0.51,2.1,0.07,4.1,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
World of Warcraft: The Burning Crusade,PC,2007,Rpg,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46,7.9,785,Blizzard Entertainment,+14
Battlefield 1,PS4,2016,Tiro,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31,8.4,809,EA DICE,+17
God of War II,PS2,2007,Acao,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70,8.9,709,SCE Santa Monica,+17
World Soccer Winning Eleven 9,PS2,2005,Esporte,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,Nao_Inserido,0,8.2,23,Konami,Livre
Fallout: New Vegas,X360,2010,Rpg,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,81,8.1,769,Obsidian Entertainment,+17
Forza Motorsport 2,X360,2007,Corrida,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66,8.3,381,Turn 10,Livre
Carnival Games,Wii,2007,Diversos,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27,6.0,44,Cat Daddy Games,Livre
Watch Dogs,PS4,2014,Acao,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80,6.3,2996,Ubisoft Montreal,+17
Namco Museum Vol.3,PS,1996,Diversos,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tekken Tag Tournament,PS2,2000,Combate,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25,8.5,117,Namco,+14
Far Cry 4,PS4,2014,Tiro,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83,7.7,1653,Ubisoft Montreal,+17
Star Fox 64,N64,1997,Tiro,Nintendo,2.78,0.58,0.64,0.04,4.03,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Golf,NES,1984,Esporte,Nintendo,1.22,0.28,2.46,0.04,4.01,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Namco Museum: 50th Anniversary,PS2,2005,Diversos,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21,Nao_Inserido,0,Digital Eclipse,+10
Left 4 Dead 2,X360,2009,Tiro,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76,8.6,681,Valve Software,+17
The Witcher 3: Wild Hunt,PS4,2015,Rpg,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,79,9.2,10179,CD Projekt Red Studio,+17
Assassin's Creed: Unity,PS4,2014,Acao,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40,4.9,2050,"Ubisoft, Ubisoft Montreal",+17
Batman: Arkham Knight,PS4,2015,Acao,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89,7.6,2679,Rocksteady Studios,+17
The Legend of Zelda: Skyward Sword,Wii,2011,Acao,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81,8.0,1958,Nintendo,+10
Fallout 3,PS3,2008,Rpg,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,57,8.0,910,Bethesda Game Studios,+17
Professor Layton and the Diabolical Box,DS,2007,Quebra_cabeca,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65,8.8,72,Level 5,+10
Donkey Kong Land,GB,1994,Plataforma,Nintendo,1.97,0.76,1.07,0.11,3.91,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
EA Sports Active,Wii,2009,Esporte,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27,8.7,39,EA Canada,Livre
Tony Hawk's Underground,PS2,2003,Esporte,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38,8.7,121,Neversoft Entertainment,+14
Monster Hunter 4 Ultimate,3DS,2014,Rpg,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,80,8.7,348,Capcom,+14
The Elder Scrolls V: Skyrim,PC,2011,Rpg,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32,8.1,9073,Bethesda Game Studios,+17
NBA 2K16,PS4,2015,Esporte,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,51,6.7,364,Visual Concepts,+10
Tekken 5,PS2,2005,Combate,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62,8.6,229,Namco,+14
Dragon Warrior III,NES,1988,Rpg,Enix Corporation,0.1,0.0,3.77,0.0,3.87,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
MotorStorm,PS3,2006,Corrida,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9,7.4,220,Evolution Studios,+14
Nintendogs + cats,3DS,2011,Simulação,Nintendo,1.44,1.41,0.73,0.27,3.85,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
World Soccer Winning Eleven 8 International,PS2,2004,Esporte,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26,9.1,38,KCET,Livre
Sports Champions,PS3,2010,Esporte,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64,7.9,104,"SCEA, Zindagi Games",+10
Namco Museum Vol.1,PS,1995,Diversos,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Legend of Zelda: Link's Awakening,GB,1992,Acao,Nintendo,2.21,0.96,0.54,0.13,3.83,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Call of Duty: Ghosts,PS4,2013,Tiro,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49,3.7,1564,Infinity Ward,+17
Flash Focus: Vision Training in Minutes a Day,DS,2007,Diversos,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22,4.0,4,"Nintendo, Namco Bandai Games",Livre
Tom Clancy's The Division,PS4,2016,Tiro,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64,7.0,2219,Massive Entertainment,+17
Big Brain Academy: Wii Degree,Wii,2007,Diversos,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33,6.9,39,Nintendo,Livre
Resident Evil Director's Cut,PS,1996,Acao,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mario & Luigi: Bowser's Inside Story,DS,2009,Rpg,Nintendo,2.23,0.47,0.81,0.26,3.77,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
LEGO Indiana Jones: The Original Adventures,X360,2008,Acao,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60,7.5,66,Traveller's Tales,+10
The Sims: Unleashed,PC,2002,Simulação,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21,8.0,29,Maxis,+14
Ratchet & Clank: Size Matters,PSP,2007,Plataforma,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Harry Potter and the Sorcerer's Stone,PS,2001,Acao,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11,7.5,41,Argonaut Games,Livre
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Esporte,Sega,1.12,1.87,0.27,0.45,3.72,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Resident Evil 3: Nemesis,PS,1999,Acao,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Super Paper Mario,Wii,2007,Plataforma,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56,7.9,417,Intelligent Systems,Livre
Spyro: Year of the Dragon,PS,2000,Plataforma,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15,8.8,207,Insomniac Games,Livre
Assassin's Creed IV: Black Flag,PS3,2013,Acao,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36,8.1,840,Ubisoft,+17
FIFA Soccer 2005,PS2,2004,Esporte,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27,7.6,56,EA Canada,Livre
Pokémon Trading Card Game,GB,1998,Estratégia,Nintendo,1.49,0.73,1.38,0.1,3.7,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Friend Collection,DS,2009,Diversos,Nintendo,0.0,0.0,3.67,0.0,3.67,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tony Hawk's Pro Skater 4,PS2,2002,Esporte,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27,8.5,128,Neversoft Entertainment,+14
Star Wars Battlefront (2015),XOne,2015,Tiro,Electronic Arts,2.04,1.28,0.02,0.32,3.66,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
MySims,DS,2007,Simulação,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15,7.3,13,TOSE,Livre
