Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao,Faixa_Etaria,Sucesso_Comercial,Percentual_NA,Percentual_EU,Percentual_JP,Percentual_Outras,Ranking_Genero
The Legend of Zelda: Twilight Princess,Wii,2006,Acao,Nintendo,3.74,2.14,0.6,0.68,7.15,95.0,73,9.0,1658,Nintendo,+14,Restrito,Baixo,52.307692307692314,29.93006993006993,8.39160839160839,0.0951048951048951,13.0
Pokemon Sun/Moon,3DS,2016,Rpg,Nintendo,2.98,1.45,2.26,0.45,7.14,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,41.73669467787115,20.30812324929972,31.652661064425768,0.06302521008403361,17.0
Crash Bandicoot 3: Warped,PS,1998,Plataforma,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,91.0,12,8.9,432,Naughty Dog,Livre,Todos,Baixo,51.61290322580645,24.544179523141654,19.91584852734923,0.039270687237026654,17.0
Mario Kart 8,WiiU,2014,Corrida,Nintendo,3.15,2.15,1.28,0.51,7.09,88.0,82,9.1,1599,Nintendo,Livre,Todos,Baixo,44.42877291960507,30.32440056417489,18.053596614950635,0.07193229901269393,12.0
Super Smash Bros. Melee,GC,2001,Combate,Nintendo,4.41,1.04,1.39,0.22,7.07,92.0,38,9.1,568,HAL Labs,+14,Restrito,Baixo,62.37623762376238,14.71004243281471,19.660537482319658,0.031117397454031116,4.0
Mario Kart: Double Dash!!,GC,2003,Corrida,Nintendo,4.12,1.77,0.87,0.19,6.95,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,59.280575539568346,25.467625899280577,12.51798561151079,0.027338129496402876,13.0
Need for Speed Underground 2,PS2,2004,Corrida,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82.0,39,8.6,132,EA Canada,Livre,Todos,Baixo,39.27536231884058,43.768115942028984,1.1594202898550725,0.15797101449275364,14.0
Medal of Honor: Frontline,PS2,2002,Tiro,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88.0,29,8.5,135,EA LA,+14,Restrito,Baixo,42.89897510980967,40.26354319180088,2.4890190336749636,0.14494875549048317,25.0
Crash Bandicoot,PS,1996,Plataforma,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,47.360703812316714,34.4574780058651,13.78299120234604,0.0439882697947214,18.0
Just Dance 4,Wii,2012,Diversos,Ubisoft,4.05,2.16,0.0,0.55,6.76,74.0,10,7.3,28,Ubisoft,+10,Restrito,Baixo,59.9112426035503,31.952662721893493,0.0,0.08136094674556214,11.0
Gears of War 2,X360,2008,Tiro,Microsoft Game Studios,4.15,1.9,0.06,0.64,6.75,93.0,90,7.7,2739,Epic Games,+17,Restrito,Baixo,61.48148148148148,28.148148148148145,0.8888888888888888,0.09481481481481481,26.0
Uncharted 3: Drake's Deception,PS3,2011,Acao,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92.0,97,8.3,3712,Naughty Dog,+14,Restrito,Baixo,41.09792284866469,40.80118694362017,2.8189910979228485,0.15281899109792285,14.0
Zumba Fitness,Wii,2010,Esporte,505 Games,3.45,2.59,0.0,0.66,6.71,68.99436302142053,0,7.126329894144447,0,"Pipeworks Software, Inc.",Livre,Todos,Baixo,51.41579731743666,38.599105812220564,0.0,0.09836065573770493,8.0
Call of Duty 4: Modern Warfare,PS3,2007,Tiro,Activision,3.11,2.26,0.28,1.03,6.68,94.0,44,8.4,993,Infinity Ward,+17,Restrito,Baixo,46.55688622754491,33.83233532934132,4.1916167664670665,0.1541916167664671,27.0
Uncharted 2: Among Thieves,PS3,2009,Acao,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66,96.0,105,8.8,5187,Naughty Dog,+14,Restrito,Baixo,49.0990990990991,33.033033033033036,3.153153153153153,0.14714714714714713,15.0
FIFA 12,PS3,2011,Esporte,Electronic Arts,0.84,4.3,0.11,1.39,6.65,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,12.63157894736842,64.66165413533834,1.6541353383458646,0.20902255639097742,9.0
Big Brain Academy,DS,2005,Diversos,Nintendo,1.66,2.75,1.6,0.62,6.62,74.0,45,7.4,27,Nintendo,Livre,Todos,Baixo,25.07552870090634,41.54078549848943,24.169184290030213,0.09365558912386707,12.0
The Legend of Zelda,NES,1986,Acao,Nintendo,3.74,0.93,1.69,0.14,6.51,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,57.45007680491552,14.285714285714288,25.960061443932414,0.021505376344086023,16.0
Red Dead Redemption,PS3,2010,Acao,Take-Two Interactive,2.79,2.53,0.17,0.99,6.49,95.0,73,8.8,2456,Rockstar San Diego,+17,Restrito,Baixo,42.98921417565486,38.983050847457626,2.619414483821264,0.15254237288135591,17.0
FIFA 14,PS3,2013,Esporte,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86.0,37,4.3,576,EA Canada,Livre,Todos,Baixo,12.05564142194745,65.53323029366307,1.081916537867079,0.21174652241112832,10.0
Assassin's Creed III,PS3,2012,Acao,Ubisoft,2.64,2.52,0.16,1.12,6.45,85.0,41,6.9,1307,Ubisoft,+17,Restrito,Baixo,40.93023255813954,39.06976744186046,2.4806201550387597,0.1736434108527132,18.0
Donkey Kong Country Returns,Wii,2010,Plataforma,Nintendo,3.17,1.79,1.03,0.46,6.44,87.0,77,8.6,368,Retro Studios,Livre,Todos,Baixo,49.223602484472046,27.795031055900623,15.993788819875776,0.07142857142857142,19.0
Halo: Combat Evolved,XB,2001,Tiro,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97.0,68,8.6,1283,Bungie Software,+17,Restrito,Baixo,77.44945567651634,20.21772939346812,1.244167962674961,0.010886469673405912,28.0
The Elder Scrolls V: Skyrim,PS3,2011,Rpg,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,16,6.4,2527,Bethesda Game Studios,+17,Restrito,Baixo,39.78159126365054,40.5616224648986,3.9001560062402496,0.15600624024961,18.0
Pokémon Emerald Version,GBA,2004,Rpg,Nintendo,2.57,1.58,2.06,0.21,6.41,76.0,28,9.0,222,Game Freak,Livre,Todos,Baixo,40.09360374414976,24.648985959438377,32.13728549141966,0.0327613104524181,18.0
Kingdom Hearts,PS2,2002,Rpg,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,85.0,46,8.8,597,SquareSoft,Livre,Todos,Baixo,56.875,18.749999999999996,23.281249999999996,0.010937500000000001,20.0
Pokémon Crystal Version,GB,2000,Rpg,Nintendo,2.55,1.56,1.29,0.99,6.39,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,39.906103286384976,24.413145539906107,20.187793427230048,0.15492957746478875,21.0
Halo 3: ODST,X360,2009,Tiro,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,83.0,94,7.1,1163,"Bungie Software, Bungie",+17,Restrito,Baixo,68.45425867507886,21.13564668769716,0.9463722397476341,0.09621451104100946,29.0
Red Dead Redemption,X360,2010,Acao,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,95.0,96,9.0,2316,Rockstar San Diego,+17,Restrito,Baixo,58.54430379746836,30.854430379746834,1.4240506329113924,0.09177215189873417,19.0
Super Mario Sunshine,GC,2002,Plataforma,Nintendo,4.01,1.26,0.87,0.17,6.31,92.0,61,8.6,439,Nintendo,Livre,Todos,Baixo,63.54992076069731,19.968304278922346,13.787638668779714,0.026941362916006344,20.0
Street Fighter II: The World Warrior,SNES,1992,Combate,Capcom,2.47,0.83,2.87,0.12,6.3,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,39.20634920634921,13.174603174603176,45.55555555555556,0.019047619047619046,5.0
World of Warcraft,PC,2004,Rpg,Activision,0.08,6.21,0.0,0.0,6.29,93.0,57,7.3,2182,Blizzard Entertainment,+14,Restrito,Baixo,1.2718600953895072,98.72813990461049,0.0,0.0,22.0
Driver,PS,1999,Acao,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.0,22,8.1,78,Reflections Interactive,+14,Restrito,Baixo,49.601275917065394,44.65709728867623,0.3189792663476875,0.052631578947368425,20.0
Gears of War 3,X360,2011,Tiro,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91.0,96,7.8,1504,Epic Games,+17,Restrito,Baixo,65.21739130434783,25.60386473429952,1.1272141706924317,0.08051529790660225,30.0
Kinect Sports,X360,2010,Esporte,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73.0,51,7.4,95,Rare Ltd.,+10,Restrito,Baixo,63.327948303715665,27.948303715670438,0.48465266558966075,0.08239095315024232,11.0
Gears of War,X360,2006,Tiro,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94.0,88,8.3,2295,Epic Games,+17,Restrito,Baixo,58.128078817734,30.870279146141215,1.149425287356322,0.09852216748768473,31.0
FIFA 15,PS4,2014,Esporte,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82.0,47,5.7,988,EA Sports,Livre,Todos,Baixo,13.157894736842104,71.2171052631579,0.8223684210526315,0.14802631578947367,12.0
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Acao,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,42,8.7,1026,KCEJ,+17,Restrito,Baixo,40.49586776859505,33.22314049586777,14.3801652892562,0.11900826446280992,21.0
Sonic the Hedgehog 2,GEN,1992,Plataforma,Sega,4.47,1.2,0.16,0.19,6.03,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,74.12935323383084,19.90049751243781,2.6533996683250414,0.03150912106135987,21.0
Metal Gear Solid,PS,1998,Acao,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,20,9.4,918,KCEJ,+17,Restrito,Baixo,52.736318407960205,30.34825870646766,12.935323383084576,0.03980099502487562,22.0
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Acao,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94.0,82,8.7,3558,Kojima Productions,+17,Restrito,Baixo,43.90651085141903,28.547579298831383,13.856427378964941,0.1368948247078464,23.0
Final Fantasy XII,PS2,2006,Rpg,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,64,7.6,972,Square Enix,+14,Restrito,Baixo,31.596638655462183,0.0,39.15966386554622,0.292436974789916,23.0
The Last of Us,PS3,2013,Acao,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98,9.1,8003,Naughty Dog,+17,Restrito,Baixo,41.05621805792164,37.13798977853492,4.770017035775128,0.1686541737649063,24.0
LittleBigPlanet,PS3,2008,Plataforma,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95.0,85,6.8,5311,"SCE/WWS, Media Molecule",Livre,Todos,Baixo,48.109965635738824,34.020618556701024,2.9209621993127146,0.14948453608247422,22.0
Resident Evil 2,PS,1998,Acao,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89.0,13,9.2,364,Capcom,+17,Restrito,Baixo,32.302405498281786,25.257731958762886,34.707903780068726,0.07731958762886598,25.0
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Rpg,Nintendo,0.63,0.67,4.35,0.15,5.78,87.0,65,8.8,197,Level 5,+10,Restrito,Baixo,10.899653979238753,11.591695501730104,75.25951557093424,0.025951557093425604,24.0
Tekken 2,PS,1996,Combate,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8,8.9,102,Namco,+14,Restrito,Baixo,39.37282229965156,32.92682926829268,23.693379790940767,0.04006968641114982,6.0
Destiny,PS4,2014,Tiro,Activision,2.49,2.07,0.16,0.92,5.64,76.0,95,6.1,5380,"Bungie Software, Bungie",+14,Restrito,Baixo,44.14893617021277,36.702127659574465,2.8368794326241136,0.16312056737588654,32.0
LEGO Star Wars: The Complete Saga,Wii,2007,Acao,LucasArts,3.57,1.55,0.0,0.51,5.64,80.0,17,8.9,62,Traveller's Tales,+10,Restrito,Baixo,63.297872340425535,27.482269503546103,0.0,0.09042553191489362,26.0
Cooking Mama,DS,2006,Simulação,505 Games,3.07,1.91,0.07,0.57,5.63,67.0,35,7.2,21,Taito Corporation,Livre,Todos,Baixo,54.52930728241563,33.92539964476021,1.2433392539964476,0.10124333925399644,5.0
Tetris,NES,1988,Quebra_cabeca,Nintendo,2.97,0.69,1.81,0.11,5.58,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,53.22580645161291,12.36559139784946,32.437275985663085,0.01971326164874552,4.0
Super Smash Bros.,N64,1999,Combate,Nintendo,2.95,0.6,1.97,0.04,5.55,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,53.153153153153156,10.81081081081081,35.4954954954955,0.007207207207207207,7.0
Assassin's Creed II,PS3,2009,Acao,Ubisoft,2.54,1.93,0.21,0.86,5.55,91.0,70,8.6,1202,Ubisoft Montreal,+17,Restrito,Baixo,45.76576576576577,34.77477477477478,3.783783783783784,0.15495495495495495,27.0
Assassin's Creed,X360,2007,Aventura,Ubisoft,3.28,1.64,0.07,0.56,5.54,81.0,77,7.7,1074,Ubisoft Montreal,+17,Restrito,Baixo,59.205776173285194,29.602888086642597,1.2635379061371843,0.10108303249097474,2.0
Forza Motorsport 3,X360,2009,Corrida,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92.0,90,8.0,516,Turn 10,Livre,Todos,Baixo,54.462659380692166,34.60837887067395,1.8214936247723135,0.09107468123861566,15.0
Super Mario Advance,GBA,2001,Plataforma,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19,7.8,41,Nintendo,Livre,Todos,Baixo,57.19489981785064,22.586520947176684,16.57559198542805,0.03642987249544627,23.0
Monster Hunter Freedom Unite,PSP,2008,Rpg,Capcom,0.47,0.55,4.13,0.34,5.48,81.0,48,8.7,124,Capcom,+14,Restrito,Baixo,8.576642335766422,10.036496350364963,75.36496350364963,0.06204379562043796,25.0
Batman: Arkham City,PS3,2011,Acao,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,96.0,42,8.6,2162,Rocksteady Studios,+14,Restrito,Baixo,49.45255474452554,33.75912408759124,2.0072992700729926,0.14781021897810218,28.0
Grand Theft Auto V,XOne,2014,Acao,Take-Two Interactive,2.81,2.19,0.0,0.47,5.48,97.0,14,7.9,764,Rockstar North,+17,Restrito,Baixo,51.277372262773724,39.96350364963504,0.0,0.08576642335766423,28.0
Mario Kart: Super Circuit,GBA,2001,Corrida,Nintendo,2.62,1.64,0.99,0.23,5.47,93.0,24,8.3,108,Intelligent Systems,Livre,Todos,Baixo,47.89762340036564,29.981718464351005,18.098720292504574,0.04204753199268739,16.0
Super Mario World,GBA,2001,Plataforma,Nintendo,3.21,1.11,0.95,0.2,5.46,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,58.791208791208796,20.329670329670332,17.399267399267398,0.03663003663003663,24.0
Pokemon Stadium,N64,1999,Estratégia,Nintendo,3.18,1.24,0.94,0.09,5.45,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,58.34862385321101,22.75229357798165,17.247706422018346,0.016513761467889906,1.0
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Plataforma,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66.0,22,7.1,156,Traveller's Tales,Livre,Todos,Baixo,38.191881918819185,42.25092250922509,4.428044280442804,0.15129151291512916,25.0
Call of Duty: World at War,PS3,2008,Tiro,Activision,2.73,1.83,0.0,0.83,5.39,85.0,45,7.6,409,Treyarch,+17,Restrito,Baixo,50.64935064935065,33.9517625231911,0.0,0.15398886827458255,33.0
Uncharted 4: A Thief's End,PS4,2016,Tiro,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38,93.0,113,7.9,7064,Naughty Dog,+14,Restrito,Baixo,34.386617100371744,46.468401486988846,3.5315985130111525,0.1579925650557621,34.0
Dr. Mario,GB,1989,Quebra_cabeca,Nintendo,2.18,0.96,2.0,0.2,5.34,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,40.823970037453186,17.97752808988764,37.453183520599254,0.03745318352059925,5.0
Final Fantasy XIII,PS3,2009,Rpg,Square Enix,1.74,1.21,1.87,0.51,5.33,83.0,83,7.3,2483,Square Enix,+14,Restrito,Baixo,32.645403377110696,22.70168855534709,35.0844277673546,0.09568480300187618,26.0
Pokemon Pinball,GB,1999,Diversos,Nintendo,3.02,1.12,1.01,0.16,5.31,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,56.873822975517896,21.092278719397367,19.020715630885125,0.030131826741996236,13.0
Final Fantasy IX,PS,2000,Rpg,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,22,8.9,779,SquareSoft,+14,Restrito,Baixo,30.56603773584906,14.528301886792452,52.45283018867924,0.026415094339622646,27.0
Assassin's Creed III,X360,2012,Acao,Ubisoft,3.13,1.69,0.03,0.44,5.29,84.0,61,6.7,1196,Ubisoft,+17,Restrito,Baixo,59.168241965973536,31.947069943289225,0.5671077504725898,0.0831758034026465,30.0
Final Fantasy X-2,PS2,2003,Rpg,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,45,6.6,400,SquareSoft,+14,Restrito,Baixo,36.294896030245745,20.415879017013232,39.88657844990548,0.03213610586011342,28.0
Donkey Kong 64,N64,1999,Plataforma,Nintendo,3.33,0.79,1.09,0.06,5.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,63.18785578747629,14.990512333965848,20.683111954459207,0.011385199240986717,26.0
Call of Duty: Advanced Warfare,XOne,2014,Tiro,Activision,3.22,1.55,0.01,0.48,5.27,81.0,53,5.4,898,Sledgehammer Games,+17,Restrito,Baixo,61.10056925996206,29.411764705882355,0.189753320683112,0.09108159392789374,35.0
Minecraft,PS3,2014,Diversos,Sony Computer Entertainment,2.03,2.37,0.0,0.87,5.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,38.59315589353612,45.05703422053232,0.0,0.16539923954372623,14.0
Assassin's Creed II,X360,2009,Acao,Ubisoft,3.11,1.55,0.08,0.51,5.26,90.0,82,8.8,1305,Ubisoft Montreal,+17,Restrito,Baixo,59.125475285171106,29.467680608365022,1.5209125475285172,0.09695817490494298,31.0
Tomb Raider II,PS,1997,Acao,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,85.0,13,7.126329894144447,0,Core Design Ltd.,+14,Restrito,Baixo,43.89312977099236,46.94656488549618,3.816793893129771,0.0534351145038168,32.0
Tomodachi Life,3DS,2013,Simulação,Nintendo,0.97,2.11,1.9,0.24,5.23,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,18.54684512428298,40.34416826003824,36.32887189292543,0.04588910133843212,6.0
New Super Mario Bros. U,WiiU,2012,Plataforma,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70,8.1,733,Nintendo,Livre,Todos,Baixo,44.06130268199234,25.67049808429119,24.329501915708814,0.06130268199233717,27.0
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Rpg,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63,8.8,245,Level 5,+14,Restrito,Baixo,12.476007677543187,14.39539347408829,69.28982725527831,0.038387715930902115,29.0
Super Mario Bros. 3,GBA,2003,Plataforma,Nintendo,2.93,1.25,0.83,0.2,5.2,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,56.34615384615385,24.038461538461537,15.96153846153846,0.038461538461538464,28.0
Professor Layton and the Curious Village,DS,2007,Quebra_cabeca,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72,8.6,147,Level 5,Livre,Todos,Baixo,23.314065510597302,46.82080924855491,19.845857418111752,0.1001926782273603,6.0
Super Mario Land 3: Wario Land,GB,1994,Plataforma,Nintendo,2.49,0.98,1.57,0.15,5.19,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,47.97687861271676,18.882466281310208,30.2504816955684,0.02890173410404624,29.0
FIFA Soccer 13,X360,2012,Acao,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90.0,48,6.1,403,Electronic Arts,Livre,Todos,Baixo,21.124031007751938,67.24806201550388,0.5813953488372093,0.11046511627906976,33.0
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Plataforma,Nintendo,2.1,0.74,2.2,0.11,5.15,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,40.77669902912621,14.36893203883495,42.71844660194175,0.021359223300970873,30.0
Diablo III,PC,2012,Rpg,Activision,2.44,2.16,0.0,0.54,5.14,88.0,86,4.0,9629,Blizzard Entertainment,+17,Restrito,Baixo,47.47081712062257,42.02334630350195,0.0,0.10505836575875488,30.0
Medal of Honor: Rising Sun,PS2,2003,Tiro,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30,7.6,100,EA LA,+14,Restrito,Baixo,38.59649122807017,43.46978557504874,2.53411306042885,0.15594541910331386,36.0
Kirby's Dream Land,GB,1992,Plataforma,Nintendo,2.71,0.61,1.7,0.11,5.13,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,52.826510721247566,11.890838206627679,33.13840155945419,0.021442495126705655,31.0
Microsoft Flight Simulator,PC,1996,Simulação,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,62.890625,33.0078125,0.0,0.0390625,7.0
Guitar Hero II,PS2,2006,Diversos,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69,8.5,112,Harmonix Music Systems,+14,Restrito,Baixo,74.4140625,12.3046875,0.0,0.1328125,15.0
Fable III,X360,2010,Rpg,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88,6.5,604,Lionhead Studios,+17,Restrito,Baixo,70.3921568627451,21.176470588235297,0.9803921568627453,0.07450980392156864,31.0
Mario & Sonic at the Olympic Games,DS,2008,Esporte,Sega,1.63,2.45,0.44,0.57,5.09,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,32.02357563850688,48.13359528487231,8.644400785854616,0.11198428290766207,13.0
Resident Evil 5,PS3,2009,Acao,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76,7.5,667,Capcom,+17,Restrito,Baixo,38.50687622789784,27.70137524557957,21.218074656188605,0.1257367387033399,34.0
The Legend of Zelda: Phantom Hourglass,DS,2007,Acao,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57,8.0,416,Nintendo,Livre,Todos,Baixo,36.417322834645674,35.43307086614173,18.700787401574804,0.09448818897637795,35.0
Super Mario Bros.,GB,1999,Plataforma,Nintendo,3.4,1.3,0.15,0.22,5.07,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,67.0611439842209,25.64102564102564,2.9585798816568047,0.04339250493096647,32.0
FIFA Soccer 11,PS3,2010,Esporte,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51,8.0,233,EA Sports,Livre,Todos,Baixo,12.031558185404338,64.69428007889546,1.183431952662722,0.22090729783037477,14.0
Resident Evil,PS,1996,Acao,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8,9.0,266,Capcom,+17,Restrito,Baixo,40.59405940594059,22.97029702970297,21.980198019801982,0.14455445544554454,36.0
Grand Theft Auto: Vice City Stories,PSP,2006,Acao,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,50,8.0,150,Rockstar Leeds,+17,Restrito,Baixo,33.79721669980119,39.562624254473164,3.180914512922465,0.23459244532803178,37.0
Tony Hawk's Pro Skater,PS,1999,Esporte,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18,9.2,69,Neversoft Entertainment,+14,Restrito,Baixo,68.12749003984064,27.490039840637447,0.3984063745019921,0.03984063745019921,15.0
Warzone 2100,PS,1999,Estratégia,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.68862275449102,37.72455089820359,0.0,0.0658682634730539,2.0
Spyro the Dragon,PS,1998,Plataforma,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,67.19999999999999,27.200000000000003,1.4000000000000001,0.041999999999999996,33.0
Guitar Hero III: Legends of Rock,PS2,2007,Diversos,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24,8.2,46,"Neversoft Entertainment, BudCat",+14,Restrito,Baixo,70.08032128514056,0.2008032128514056,0.2008032128514056,0.2971887550200803,16.0
Link's Crossbow Training,Wii,2007,Tiro,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34,7.1,47,Nintendo,+14,Restrito,Baixo,61.24497991967871,23.493975903614455,5.823293172690762,0.09236947791164658,37.0
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Rpg,Nintendo,1.83,1.19,1.54,0.37,4.93,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,37.11967545638946,24.137931034482758,31.237322515212984,0.07505070993914807,32.0
